name,type,country,founded,born,died
Rufus,band,United States,1970,,
The Gufs,band,United States,,,
The Union Underground,band,United States,1996,,
Kittie,band,Canada,1997,,
Lee Morgan,artist,United States,,1938,1972
Paula Abdul,artist,United States,,1962,
Ted Nugent,artist,United States,,,
Fear Of Music,band,United Kingdom,2003,,
Boyz II Men,band,United States,1988,,
Tom DeLonge,artist,United States,,,
Human League,band,England,1977,,
Ashanti,artist,United States,,1980,
Placido Domingo,artist,Spain,,1941,
Lunasa,band,,,,
Kris Kross,band,United States,1991,,
Candy Dulfer,artist,Netherlands,,1969,
Madonna Wayne Gacy,artist,United States,,1964,
Wilhelm Kempff,artist,Germany,,,1991
Richie Sambora,artist,United States,,,
Twiztid,band,,,,
Ron Wood,artist,England,,1947,
Sigur Rós,band,Iceland,,,
Melanie Chisholm,artist,United Kingdom,,1974,
Ian Gillan Band,band,England,1975,,
Nailbomb,band,,,,
Charles Matthews,artist,United Kingdom,,,
Bilston Glen Pipe Band,band,,,,
Nik Kershaw,artist,United Kingdom,,1958,
Morbid Angel,band,United States,,,
Lou Barlow,artist,United States,,1996,
Rick Nelson,artist,United States,,,
Eric Clapton,artist,England,,1945,
Carter Cathcart,artist,United States,,,
Bob Dylan,artist,United States,,1941,
Brian Setzer Orchestra,band,United States,,,
Tadg Galleran,artist,United States,,,
Colourbox,band,England,,,
Ace of Base,band,Sweden,1990,,
Southside Johnny and the Asbury Jukes,band,United States,1975,,
Kevin Bloody Wilson,artist,Australia,,1947,
Moody Blues,band,England,1964,,
Le Tigre,band,United States,,,
The Boo Radleys,band,England,1988,,
Spineshank,band,United States,1996,,
Cornershop,band,England,,,
Keith Duffy,artist,Ireland,,1974,
The Fabulous Thunderbirds,band,United States,,,
Harry Nilsson,artist,United States,,,
Fats Domino,artist,United States,,,
Antibalas,band,United States,,,
Tegan and Sara,band,Canada,,,
Woody Guthrie,artist,United States,,,
Woody,band,United States,,,
Minutemen,band,United States,,,
Anoushka,artist,Egypt,,,
Kildig,band,,,,
Wumpscut,band,Germany,,,
Cilla Black,artist,England,,1943,
Donny Osmond,artist,United States,,,
Icehouse,band,Australia,,,
Matmos,band,United States,,,
Bob Seger,artist,United States,,,
Polvo,band,United States,,,
Connie Dover,artist,United States,,,
Jerk,band,Australia,,,
Billiardman,band,United Kingdom,1999,,
Ernest Tubb,artist,United States,,,
Freddy Hubbard,artist,United States,,1938,
Harley Allen,artist,United States,,,
Delerium,band,Canada,1987,,
Cheech and Chong,band,,,,
Mary Chapin Carpenter,artist,United States,,1958,
Endensa,band,Canada,,,
Jean-Luc Ponty,artist,France,,,
Stage Dolls,band,,,,
Art Taylor,artist,United States,,1929,1995
Tanya Donelly,artist,United States,,,
Willis Alan Ramsey,artist,United States,,,
Franklin Delano,band,Italy,2003,,
Roy Rogers and Dale Evans,band,United States,,,
Warzone,band,United States,,,
Smokin' Armadillos,band,United States,,,
Procol Harum,band,England,1967,,
Randy Rhoads,artist,United States,,,
Faster Pussycat,band,,,,
Krokus,band,Switzerland,1974,,
Martyn Joseph,artist,United Kingdom,,1960,
Camouflage,band,Germany,1981,,
The Clash,band,United Kingdom,1976,,
Howard Jones,artist,England,,,
Gary Peacock,artist,United States,,,
Grampian Police Pipe Band,band,Scotland,1907,,
Bulletboys,band,United States,,,
Peter Noone,artist,United Kingdom,,1947,
Intricate Unit,band,United States,2001,,
Daz Dillinger,band,United States,,,
Split Enz,band,New Zealand,1972,,
Vic Chesnutt,artist,United States,,1964,
Toto,band,United States,,,
Underground Kingz,band,United States,,,
Lonesome Bob,band,United States,,,
Misfits,band,United States,,,
Linkin Park,band,United States,,,
Cannibal Corpse,band,United States,,,
Roy Haynes,artist,United States,,1926,
Limp Bizkit,band,United States,,,
Meat Loaf,artist,United States,,1947,
Johnny Clegg,artist,England,,,
Ornette Coleman,artist,United States,,,
JackieOnAssid,band,United Kingdom,,,
Snow,band,Canada,,,
John Frusciante,artist,United States,,1970,
Lita Ford,artist,England,,,
Flo and Eddie,band,United States,,,
The Bellamy Brothers,band,United States,1958,,
Dario G,band,United Kingdom,1996,,
Warda Al-Jazairia,artist,Algeria,,1940,
Eric Bell,artist,Northern Ireland,,1947,
Threshold,band,,,,
MC Ren,band,United States,,,
All-4-One,band,United States,1994,,
Chumbawamba,band,England,1984,,
Tab Benoit,artist,United States,,1967,
Frente,band,Australia,,,
Silverchair,band,Australia,1994,,
? and the Mysterians,band,United States,1962,,
Xero,band,United States,,,
D.U.N.E,band,,,,
A Flock of Seagulls,band,England,,,
The Fatima Mansions,band,England,,,
Richard Barone,artist,United States,,,
Red Harvest,band,Norway,1989,,
Dubstar,band,England,,,
Half Man Half Biscuit,band,England,,,
Valerie Smith,artist,United States,,,
Fad Gadget,artist,England,,,
Ministry,band,United States,,,
Grant Lee Buffalo,band,United States,,,
Clannad,band,Ireland,1970,,
Waterdeep,band,United States,,,
Judy Collins,artist,United States,,,
Melanie Brown,artist,England,,1975,
Umphrey's McGee,band,,,,
Paperhouse,band,United Kingdom,,,
Acoustic Junction,band,United States,1989,,
Terrorvision,band,England,,,
Bond,band,England,,,
Buckcherry,band,United States,1995,,
Fantastic Plastic Machine,band,Japan,,,
Beangrowers,band,Malta,1995,,
Cliffie Stone,artist,United States,,,
CKY,band,,,,
Missy Elliott,artist,United States,,,
7th Rail Crew,band,United States,,,
Papas Fritas,band,United States,,,
Moving Cloud,band,,,,
Billy Bacon the Forbidden Pigs,band,United States,,,
Breathe,band,England,1984,,
Phoebe Snow,artist,United States,,,
Kaci,artist,United States,,,
Simon and Garfunkel,band,United States,1964,,
Dakona,band,Canada,1997,,
The Crash Test Dummies,band,Canada,,,
City of Edinburgh Pipes and Drums,band,Scotland,1947,,
The Stompers,band,United States,,,
Phoenix,band,France,,,
Huun-Huur-Tu,band,Russia,1992,,
Mal Waldron,artist,United States,,1926,2002
Proto-Kaw,band,United States,2003,,
Dead Cel Factor,band,,,,
Marine Research,band,England,,,
Temptress,band,United States,,,
George Winston,artist,United States,,,
Jagjit Singh,artist,India,,,
Uranium 235,band,United States,,,
Pretty Violet Stain,band,Australia,,,
Neneh Cherry,artist,Sweden,,,
Laura Scarborough,artist,United States,,1974,
James Cleveland,artist,United States,,,
Dewa 19,band,,,,
Hate in yhe Box,band,,,,
Plone,band,England,,,
Franz Ferdinand,band,Scotland,2001,,
Eddie Kendricks,artist,United States,,1979,1992
Kim Carnes,artist,United States,,,
Dream,band,United States,,,
My Chemical Romance,band,United States,2001,,
Billie Myers,artist,England,,,
Jackpot,band,,,,
Yothu Yindi,band,Australia,,,
James Lee Stanley,artist,United States,,,
And Also the Trees,band,England,1979,,
Kandi Burruss,artist,United States,,,
Avion,band,Australia,1982,,
Professional Murder Music,band,United States,,,
Ken Sharp,artist,United States,,,
Keane,band,England,1997,,
Blenderhead,band,United States,1992,,
Paul Brady,artist,Ireland,,1947,
The Doobie Brothers,band,United States,,,
Mike Watt,artist,United States,,,
Border Radio,band,,,,
Hawkwind,band,England,,,
Edgar Meyer,artist,United States,,,
Teena Marie,artist,United States,,,
Shaun Cassidy,artist,United States,,,
soulDecision,band,Canada,,,
James Young,artist,United States,,1980,
Bic Runga,artist,New Zealand,,,
Binge,band,United States,1998,,
Magma,band,France,1969,,
Jo Dee Messina,artist,United States,,1970,
This Mortal Coil,band,England,,,
Mother Mercy,band,United States,,,
Innuendo,band,Malaysia,,,
Journey,band,United States,,,
Jason Falkner,artist,United States,,,
GWAR,band,United States,,,
Rod McKuen,artist,United States,,,
Pansy Division,band,United States,,,
Ole Amund Gjersvik,artist,Norway,,,
The Alice Project,band,United States,1996,,
Strathclyde Police Pipe Band,band,Scotland,1975,,
Aqua,band,Denmark,1996,,
Erase Errata,band,,,,
London Brass,band,,1951,,
X-Changed,band,United States,,,
banoffi,band,United Kingdom,,,
Johnny Bronco,artist,United States,,,
Mad Professor,artist,Guyana,,,
Area 7,band,Australia,1993,,
Sissel,band,Norway,,,
Enrique Iglesias,artist,Spain,,1975,
Every Time I Die,band,United States,1998,,
Podunk,band,United States,,,
Was (Not Was),band,United States,,,
Leopold Godowsky,artist,Poland,,,
Gailyn Addis,artist,United States,,,
Off The Record,band,,,,
Dandy Warhols,band,United States,1992,,
Howard Roberts,artist,United States,,,
Hotlegs,band,England,1970,,
003,band,Japan,1999,,
Bellatrix,band,Iceland,1994,,
Pink and Brown,band,,,,
Venus Hum,band,,,,
The Damned,band,United Kingdom,1976,,
Johnnie Taylor,artist,United States,,,
Horace Silver,artist,United States,,1928,
A-Teens,band,Sweden,1998,,
Mekons,band,England,,,
The Band,band,Canada,1967,,
The Rolling Stones,band,England,1963,,
Negativland,band,United States,,,
Regine Velasquez,artist,Philippines,,,
Acidjoker,band,United States,1997,,
Jimmy Reed,artist,United States,,,
Petroleum,band,United States,,,
Advocates,band,United Kingdom,,,
Bryn Terfel,artist,Wales,,,
Mississippi John Hurt,artist,United States,,,
John Fischer,artist,United States,,,
D'Molls,band,,,,
Dolly Varden,band,,,,
The Way,band,United States,1971,,
Renée Fleming,artist,United States,,,
Cowboy's Nightmare,band,United States,,,
Fluffy,band,England,,,
The Honeyz,band,United States,,,
Jethro Tull,band,United Kingdom,1964,,
Cousin Fungus,band,United States,,,
Zoviet France,band,England,,,
S Club Juniors,band,United Kingdom,2002,,
David Kersh,artist,United States,,1970,
Mike Farley Band,band,United States,,,
Godsmack,band,United States,,,
The Carson Downey Band,band,Canada,,,
Dreadlock Pussy,band,Netherlands,,,
Little Richard,artist,United States,,1932,
Everything but the Girl,band,England,,,
Cynthia Lawrence,artist,United States,,,
Donell Jones,artist,United States,,,
Unwoman,artist,,,,
Ned's Atomic Dustbin,band,England,,,
John Wesley Harding,artist,England,,,
Peabo Bryson,artist,United States,,1941,
The Gathering,band,Netherlands,,,
SinOmatic,band,,,,
Discordless,band,Romania,,,
Crystal Gayle,artist,,,,
Enigma,band,Spain,,,
Ian Brown,artist,United Kingdom,,1963,
The Undertones,band,Northern Ireland,,,
Shane Lynch,artist,Ireland,,1976,
Staind,band,United States,1995,,
A Certain Ratio,band,England,1977,,
Janis Ian,artist,United States,,,
Steve Taylor,artist,United States,,,
Gang Starr,band,United States,1988,,
Asia,band,England,1981,,
Janet Rains,artist,England,,,
Kirk Franklin,artist,United States,,,
Lacuna Coil,band,Italy,,,
Belinda Carlisle,artist,United States,,,
Quickspace,band,England,1994,,
Luis Miguel,artist,Mexico,,,
Redd Kross,band,,,,
Agape,band,United States,1968,,
James Vincent,artist,United States,,,
Maroon 5,band,United States,,,
Socialburn,band,United States,,,
33 West,band,,,,
Stroke 9,band,United States,,,
David Garza,artist,United States,,,
L7,band,United States,,,
Warren G,artist,,,,
L.A. Guns,band,United States,,,
3rd Colony,band,United States,2002,,
Robin Trower,artist,England,,,
Ray Charles,artist,United States,,1930,2004
Western Australia Police Pipe Band,band,Australia,1966,,
Circle of Dust,artist,,,,
Ultravox,band,England,,,
Invertigo,band,Australia,,,
Cümshotté,band,,,,
Jimi Hendrix,artist,United States,,1942,1970
Cherry Poppin' Daddies,band,United States,,,
The Eagles,band,United States,1971,,
Golden Earring,band,Netherlands,1964,,
Terje Rypdal,artist,Norway,,,
Siora,band,,,,
James Ward,artist,United States,,,
Lloyd Cole,artist,England,,,
Paula Joy Welter,artist,United States,,,
Stacey Earle,artist,United States,,,
Corey Hart,artist,Canada,,,
Bryan Adams,artist,Canada,,1959,
Hurricane,band,,,,
Janet Jackson,artist,United States,,,
Pale Saints,band,,,,
Edinburgh Corporation Transit Pipe Band,band,Scotland,,,
X-Japan,band,Japan,,,
Peace Love and Pitbulls,band,Sweden,,,
Steven Tyler,artist,United States,,,
The Kentucky Headhunters,band,United States,1986,,
Beyonce Knowles,artist,United States,,1981,
The Animals,band,England,1964,,
Huevos Rancheros,band,Canada,,,
O-Town,band,United States,,,
Shawn Ryder,artist,United Kingdom,,,
Articles of Faith,band,United States,,,
Nusrat Fateh Ali Khan,artist,Pakistan,,1948,1997
Flanders and Swann,band,,,,
James Schlefer,artist,United States,,,
John Hiatt,artist,United States,,,
Eberhard Weber,artist,Germany,,,
Snoop Dogg,artist,United States,,1972,
The Beautiful South,band,England,1989,,
I Mother Earth,band,Canada,,,
The Ohio Players,band,United States,,,
Dweezil Zappa,artist,United States,,1980,
Kips Bay Ceili Band,band,,,,
Billy Idol,artist,England,,,
Nina Hagen,artist,Germany,,,
Common Rotation,band,United States,,,
Andy White,artist,Ireland,,,
Glenn Gould,artist,Canada,,,
The Jam,band,England,,,
Systematic,band,United States,,,
Jindra,artist,United States,,,
The Monkees,band,United States,1966,,
Joy Electric,band,United States,1994,,
Aaron Tippin,artist,United States,,,
Muse,band,United Kingdom,1994,,
Eternal,band,England,,,
Guy Clark,artist,United States,,,
Dennis Locorriere,artist,United States,,,
Grant McLennan,artist,Australia,,,
Juvenile,band,United States,,,
Indigenous,band,United States,,,
Gary P. Nunn,artist,United States,,,
Head East,band,United States,,,
Donnie Munro,artist,Scotland,,,
Ute Lemper,artist,Germany,,,
Red Steagall,artist,United States,,,
Milli Vanilli,band,,,,
The Rembrandts,band,United States,,,
Cecil Taylor,artist,United States,,,
Jimmy Durante,artist,United States,,,
Day Station,band,United States,,,
Nash Chambers,artist,,,,
Tindersticks,band,England,,,
Miracle Legion,band,United States,,,
My Life Story,band,England,,,
Dag Nasty,band,United States,,,
Red Garland,artist,United States,,1923,1984
Rebecca St. James,artist,Australia,,,
Yankee Grey,band,United States,1980,,
DJ Yella,band,United States,,,
Stryper,band,United States,,,
Shola Ama,artist,United Kingdom,,,
David Usher,artist,Canada,,,
Cozy Powell,artist,England,,1947,1998
Dinosaur Jr.,band,United States,1983,,
Salad,band,United Kingdom,,,
Little Eva,artist,United States,,1945,
Big Rude Jake,artist,Canada,,,
Evanescence,band,United States,1994,,
Army of Lovers,band,Sweden,1987,,
Some Odd Reason,band,,,,
Denny Correll,artist,United States,,1946,2002
I.F.A,band,,,,
Blur,band,England,1989,,
Pressure Cooker,band,,,,
Badly Drawn Boy,artist,England,,,
Christina Milian,artist,United States,,,
The Jazz Messengers,band,United States,1954,,
Paul Colman Trio,band,Australia,,,
Terry Black,artist,Canada,,1949,
Frantic Elevators,band,England,1979,,
Autopilot Off,band,United States,1996,,
Madonna,artist,United States,,1958,
Texas is the Reason,band,United States,,,
Matthew Good Band,band,Canada,,,
Jeremy Mhire,artist,United States,,1980,
Ednaswap,band,United States,,,
Sweethearts of the Rodeo,band,United States,,,
Rick Wakeman,artist,England,,,
Ty Herndon,artist,United States,,,
Hed p.e.,band,United States,,,
Buddy Rich,artist,United States,,,
Ugly Duckling,band,United States,,,
Andrew Ranken,artist,United Kingdom,,1953,
Vision of Disorder,band,United States,,,
Screaming Trees,band,United States,,,
Toploader,band,United Kingdom,,,
Diamond Rio,band,United States,,,
Ashley Hutchings,artist,England,,1945,
Pan American,artist,,,,
Paul Speer,artist,United States,,,
Crispin Glover,artist,United States,,,
Michael Cuccione,artist,Canada,,,
Lil' Zane,band,United States,,,
Das EFX,band,United States,,,
Squirrel Nut Zippers,band,United States,1993,,
The Tragically Hip,band,Canada,1983,,
Klaus Caprani,artist,Denmark,,1961,
P.M. Dawn,band,,1988,,
Jerry Jeff Walker,artist,United States,,,
Richard X. Heyman,artist,United States,,,
Uncle Seth,band,Canada,,,
Goldfrapp,band,England,,,
Karl Denson's Tiny Universe,band,,,,
Royal Scots Dragoon Guards Pipe Band,band,Scotland,1946,,
Barenaked Ladies,band,Canada,1990,,
2nd South Carolina String Band,band,United States,1989,,
John McCormack,artist,Ireland,,,
Sophie B. Hawkins,artist,United States,,,
Ian Broudie,artist,England,,1958,
The Superjesus,band,Australia,,,
Run DMC,band,United States,,,
Men at Work,band,Australia,1979,,
Penguin Cafe Orchestra,band,,,,
The Tractors,band,United States,,,
Crushdown,band,United States,,,
Louis Armstrong,artist,United States,,1901,1971
Arashi,band,Japan,,,
Toyah Willcox,artist,England,,,
Chagall Guevara,band,United States,1990,,
Amon Amarth,band,Sweden,1988,,
Faye Wong,artist,Hong Kong,,,
Fastbacks,band,United States,,,
Minmae,band,United States,,,
Stagecoach Taxi,band,United States,,,
Ty England,artist,United States,,,
Margaret Becker,artist,United States,,,
Freakwater,band,United States,,,
Mancunian Jon Brooks,artist,England,,,
Zeeza,band,Canada,,,
Mark Chesnutt,artist,United States,,,
Angelfish,band,United Kingdom,,,
Nat Adderley,artist,United States,,1931,2000
Rescue,band,United States,,,
Bukka White,artist,United States,,,
La Bouche,band,Germany,,,
John Jennings,artist,United States,,,
Nation of Ulysses,band,,,,
The Mr. T Experience,band,United States,,,
String Cheese Incident,band,United States,,,
Jeff and Sheri Easter,artist,United States,,,
Jennifer Day,artist,United States,,,
Jim and Jesse,band,United States,,,
Tacit,band,United States,,,
Descendents,band,United States,,,
Nick Singleton,artist,England,,1968,
Del Amitri,band,Scotland,,,
Bill Anderson,artist,United States,,1937,
Paul McCartney,artist,England,,1942,
b4-4,band,Canada,1999,,
TJ Rehmi,artist,England,,,
Tori Amos,artist,United States,,1963,
Joydrop,band,Canada,,,
Elvin Jones,artist,United States,,1927,
Agitpop,band,United States,1983,,
